sample_id,filename,split,source,sample_type,x,y,valid_pixels,change_pixels,ignore_pixels,valid_ratio,change_ratio,label_values
jrc_tmf_2020_2023_congo_cameroon_01_000256_005376,jrc_tmf_2020_2023_congo_cameroon_01_000256_005376.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,5376,256,65492,699,44,0.99932861328125,0.010673059304953277,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000256_005632,jrc_tmf_2020_2023_congo_cameroon_01_000256_005632.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,5632,256,65514,373,22,0.999664306640625,0.0056934395701682084,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000256_005888,jrc_tmf_2020_2023_congo_cameroon_01_000256_005888.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,5888,256,65444,354,92,0.99859619140625,0.00540920481633152,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000256_006144,jrc_tmf_2020_2023_congo_cameroon_01_000256_006144.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,6144,256,65451,204,85,0.9987030029296875,0.003116835495255993,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000256_006400,jrc_tmf_2020_2023_congo_cameroon_01_000256_006400.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,6400,256,65509,159,27,0.9995880126953125,0.002427147414859027,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000256_006656,jrc_tmf_2020_2023_congo_cameroon_01_000256_006656.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,6656,256,65359,170,177,0.9972991943359375,0.0026010189874386084,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000512_000000,jrc_tmf_2020_2023_congo_cameroon_01_000512_000000.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,0,512,63631,1469,1905,0.9709320068359375,0.02308623155380239,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000512_000256,jrc_tmf_2020_2023_congo_cameroon_01_000512_000256.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,256,512,59527,2432,6009,0.9083099365234375,0.04085541015001596,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000512_000768,jrc_tmf_2020_2023_congo_cameroon_01_000512_000768.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,768,512,63758,2516,1778,0.972869873046875,0.03946171460836287,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000512_001024,jrc_tmf_2020_2023_congo_cameroon_01_000512_001024.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,1024,512,57410,2184,8126,0.876007080078125,0.03804215293502874,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000512_001280,jrc_tmf_2020_2023_congo_cameroon_01_000512_001280.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,1280,512,64950,1764,586,0.991058349609375,0.027159353348729792,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000512_001536,jrc_tmf_2020_2023_congo_cameroon_01_000512_001536.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,1536,512,65534,735,2,0.999969482421875,0.011215552232428969,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000512_002560,jrc_tmf_2020_2023_congo_cameroon_01_000512_002560.png,train,jrc_tmf_2020_2023_congo_cameroon_01,negative,2560,512,65525,0,11,0.9998321533203125,0.0,0|255
jrc_tmf_2020_2023_congo_cameroon_01_000512_003072,jrc_tmf_2020_2023_congo_cameroon_01_000512_003072.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,3072,512,65534,571,2,0.999969482421875,0.008713034455397199,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000512_004352,jrc_tmf_2020_2023_congo_cameroon_01_000512_004352.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,4352,512,65528,246,8,0.9998779296875,0.0037541203760224637,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000512_004608,jrc_tmf_2020_2023_congo_cameroon_01_000512_004608.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,4608,512,65508,547,28,0.99957275390625,0.008350125175551077,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000512_004864,jrc_tmf_2020_2023_congo_cameroon_01_000512_004864.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,4864,512,65445,632,91,0.9986114501953125,0.009656963862785545,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000512_005120,jrc_tmf_2020_2023_congo_cameroon_01_000512_005120.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,5120,512,65530,710,6,0.999908447265625,0.010834732183732642,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000512_005376,jrc_tmf_2020_2023_congo_cameroon_01_000512_005376.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,5376,512,65492,2275,44,0.99932861328125,0.03473706712270201,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000512_005632,jrc_tmf_2020_2023_congo_cameroon_01_000512_005632.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,5632,512,65388,283,148,0.99774169921875,0.00432801125588793,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000512_006144,jrc_tmf_2020_2023_congo_cameroon_01_000512_006144.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,6144,512,65491,318,45,0.9993133544921875,0.004855629017727627,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000512_006400,jrc_tmf_2020_2023_congo_cameroon_01_000512_006400.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,6400,512,65493,308,43,0.9993438720703125,0.004702792664864948,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000512_006912,jrc_tmf_2020_2023_congo_cameroon_01_000512_006912.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,6912,512,65257,435,279,0.9957427978515625,0.006665951545428077,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000768_000000,jrc_tmf_2020_2023_congo_cameroon_01_000768_000000.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,0,768,65344,412,192,0.9970703125,0.006305093046033301,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000768_000256,jrc_tmf_2020_2023_congo_cameroon_01_000768_000256.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,256,768,64559,443,977,0.9850921630859375,0.006861940240710048,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000768_000768,jrc_tmf_2020_2023_congo_cameroon_01_000768_000768.png,train,jrc_tmf_2020_2023_congo_cameroon_01,negative,768,768,65536,0,0,1.0,0.0,0
jrc_tmf_2020_2023_congo_cameroon_01_000768_001024,jrc_tmf_2020_2023_congo_cameroon_01_000768_001024.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,1024,768,59764,1004,5772,0.91192626953125,0.01679941101666555,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000768_001280,jrc_tmf_2020_2023_congo_cameroon_01_000768_001280.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,1280,768,62374,1248,3162,0.951751708984375,0.020008336807002917,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000768_002304,jrc_tmf_2020_2023_congo_cameroon_01_000768_002304.png,train,jrc_tmf_2020_2023_congo_cameroon_01,negative,2304,768,65536,0,0,1.0,0.0,0
jrc_tmf_2020_2023_congo_cameroon_01_000768_002560,jrc_tmf_2020_2023_congo_cameroon_01_000768_002560.png,train,jrc_tmf_2020_2023_congo_cameroon_01,negative,2560,768,65536,0,0,1.0,0.0,0
jrc_tmf_2020_2023_congo_cameroon_01_000768_004864,jrc_tmf_2020_2023_congo_cameroon_01_000768_004864.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,4864,768,65513,170,23,0.9996490478515625,0.002594904828049395,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000768_005120,jrc_tmf_2020_2023_congo_cameroon_01_000768_005120.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,5120,768,65524,224,12,0.99981689453125,0.003418594713387461,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000768_005376,jrc_tmf_2020_2023_congo_cameroon_01_000768_005376.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,5376,768,65522,150,14,0.999786376953125,0.002289307408198773,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000768_005632,jrc_tmf_2020_2023_congo_cameroon_01_000768_005632.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,5632,768,65523,316,13,0.9998016357421875,0.004822734001800894,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000768_005888,jrc_tmf_2020_2023_congo_cameroon_01_000768_005888.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,5888,768,65525,348,11,0.9998321533203125,0.005310950019076688,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000768_006144,jrc_tmf_2020_2023_congo_cameroon_01_000768_006144.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,6144,768,65528,317,8,0.9998779296875,0.004837626663411061,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000768_006400,jrc_tmf_2020_2023_congo_cameroon_01_000768_006400.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,6400,768,65426,220,110,0.998321533203125,0.003362577568550729,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000768_006656,jrc_tmf_2020_2023_congo_cameroon_01_000768_006656.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,6656,768,65179,285,357,0.9945526123046875,0.004372573988554596,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_000768_006912,jrc_tmf_2020_2023_congo_cameroon_01_000768_006912.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,6912,768,65387,186,149,0.9977264404296875,0.0028446021380396716,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001024_000256,jrc_tmf_2020_2023_congo_cameroon_01_001024_000256.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,256,1024,64267,1110,1269,0.9806365966796875,0.017271694648886674,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001024_000512,jrc_tmf_2020_2023_congo_cameroon_01_001024_000512.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,512,1024,65358,401,178,0.997283935546875,0.006135438660913737,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001024_001024,jrc_tmf_2020_2023_congo_cameroon_01_001024_001024.png,test,jrc_tmf_2020_2023_congo_cameroon_01,positive,1024,1024,65227,149,309,0.9952850341796875,0.0022843301086973187,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001024_001280,jrc_tmf_2020_2023_congo_cameroon_01_001024_001280.png,test,jrc_tmf_2020_2023_congo_cameroon_01,positive,1280,1024,60321,674,5215,0.9204254150390625,0.011173554815072694,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001024_005376,jrc_tmf_2020_2023_congo_cameroon_01_001024_005376.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,5376,1024,65517,183,19,0.9997100830078125,0.0027931681853564723,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001024_005632,jrc_tmf_2020_2023_congo_cameroon_01_001024_005632.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,5632,1024,65511,590,25,0.9996185302734375,0.009006121109432004,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001024_005888,jrc_tmf_2020_2023_congo_cameroon_01_001024_005888.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,5888,1024,65504,426,32,0.99951171875,0.006503419638495359,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001024_006144,jrc_tmf_2020_2023_congo_cameroon_01_001024_006144.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,6144,1024,65502,515,34,0.999481201171875,0.007862355347928307,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001024_006400,jrc_tmf_2020_2023_congo_cameroon_01_001024_006400.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,6400,1024,65379,254,157,0.9976043701171875,0.003885039538689793,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001024_006912,jrc_tmf_2020_2023_congo_cameroon_01_001024_006912.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,6912,1024,65506,709,30,0.999542236328125,0.010823436021127836,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001280_002048,jrc_tmf_2020_2023_congo_cameroon_01_001280_002048.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,2048,1280,65533,473,3,0.9999542236328125,0.007217737628370439,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001280_003072,jrc_tmf_2020_2023_congo_cameroon_01_001280_003072.png,test,jrc_tmf_2020_2023_congo_cameroon_01,positive,3072,1280,65522,234,14,0.999786376953125,0.0035713195567900857,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001280_004096,jrc_tmf_2020_2023_congo_cameroon_01_001280_004096.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,4096,1280,65529,165,7,0.9998931884765625,0.0025179691434326786,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001280_004608,jrc_tmf_2020_2023_congo_cameroon_01_001280_004608.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,4608,1280,65483,189,53,0.9991912841796875,0.002886245285035811,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001280_005120,jrc_tmf_2020_2023_congo_cameroon_01_001280_005120.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,5120,1280,65531,133,5,0.9999237060546875,0.002029573789504204,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001280_005632,jrc_tmf_2020_2023_congo_cameroon_01_001280_005632.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,5632,1280,65532,290,4,0.99993896484375,0.004425318928157236,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001280_005888,jrc_tmf_2020_2023_congo_cameroon_01_001280_005888.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,5888,1280,65403,743,133,0.9979705810546875,0.011360335152821735,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001280_006144,jrc_tmf_2020_2023_congo_cameroon_01_001280_006144.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,6144,1280,65200,385,336,0.994873046875,0.0059049079754601224,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001280_006400,jrc_tmf_2020_2023_congo_cameroon_01_001280_006400.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,6400,1280,65530,144,6,0.999908447265625,0.002197466809095071,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001280_006656,jrc_tmf_2020_2023_congo_cameroon_01_001280_006656.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,6656,1280,65500,195,36,0.99945068359375,0.0029770992366412214,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001536_000000,jrc_tmf_2020_2023_congo_cameroon_01_001536_000000.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,0,1536,64977,258,559,0.9914703369140625,0.00397063576342398,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001536_000256,jrc_tmf_2020_2023_congo_cameroon_01_001536_000256.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,256,1536,65061,462,475,0.9927520751953125,0.007101028265781344,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001536_000512,jrc_tmf_2020_2023_congo_cameroon_01_001536_000512.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,512,1536,65533,174,3,0.9999542236328125,0.0026551508400347915,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001536_000768,jrc_tmf_2020_2023_congo_cameroon_01_001536_000768.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,768,1536,65507,264,29,0.9995574951171875,0.004030103653044713,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001536_001280,jrc_tmf_2020_2023_congo_cameroon_01_001536_001280.png,test,jrc_tmf_2020_2023_congo_cameroon_01,positive,1280,1536,54308,1877,11228,0.82867431640625,0.03456212712675849,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001536_001536,jrc_tmf_2020_2023_congo_cameroon_01_001536_001536.png,test,jrc_tmf_2020_2023_congo_cameroon_01,positive,1536,1536,57154,1504,8382,0.872100830078125,0.02631486860062288,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001536_001792,jrc_tmf_2020_2023_congo_cameroon_01_001536_001792.png,test,jrc_tmf_2020_2023_congo_cameroon_01,positive,1792,1536,65008,324,528,0.991943359375,0.004984001968988432,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001536_002048,jrc_tmf_2020_2023_congo_cameroon_01_001536_002048.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,2048,1536,65531,172,5,0.9999237060546875,0.002624711968381377,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001536_002560,jrc_tmf_2020_2023_congo_cameroon_01_001536_002560.png,train,jrc_tmf_2020_2023_congo_cameroon_01,negative,2560,1536,65529,0,7,0.9998931884765625,0.0,0|255
jrc_tmf_2020_2023_congo_cameroon_01_001536_004352,jrc_tmf_2020_2023_congo_cameroon_01_001536_004352.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,4352,1536,65380,241,156,0.99761962890625,0.003686142551238911,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001536_005120,jrc_tmf_2020_2023_congo_cameroon_01_001536_005120.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,5120,1536,65513,134,23,0.9996490478515625,0.002045395570344817,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001536_006656,jrc_tmf_2020_2023_congo_cameroon_01_001536_006656.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,6656,1536,65532,148,4,0.99993896484375,0.0022584386254043826,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001536_006912,jrc_tmf_2020_2023_congo_cameroon_01_001536_006912.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,6912,1536,65008,1819,528,0.991943359375,0.027981171548117155,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001792_000000,jrc_tmf_2020_2023_congo_cameroon_01_001792_000000.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,0,1792,64585,493,951,0.9854888916015625,0.007633351397383293,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001792_000768,jrc_tmf_2020_2023_congo_cameroon_01_001792_000768.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,768,1792,65526,226,10,0.999847412109375,0.00344901260568324,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001792_001024,jrc_tmf_2020_2023_congo_cameroon_01_001792_001024.png,test,jrc_tmf_2020_2023_congo_cameroon_01,positive,1024,1792,65518,225,18,0.999725341796875,0.0034341707622332794,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001792_001280,jrc_tmf_2020_2023_congo_cameroon_01_001792_001280.png,test,jrc_tmf_2020_2023_congo_cameroon_01,positive,1280,1792,65366,336,170,0.997406005859375,0.005140286999357464,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001792_001536,jrc_tmf_2020_2023_congo_cameroon_01_001792_001536.png,test,jrc_tmf_2020_2023_congo_cameroon_01,positive,1536,1792,60811,1727,4725,0.9279022216796875,0.028399467201657595,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001792_004096,jrc_tmf_2020_2023_congo_cameroon_01_001792_004096.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,4096,1792,65520,236,16,0.999755859375,0.003601953601953602,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001792_004352,jrc_tmf_2020_2023_congo_cameroon_01_001792_004352.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,4352,1792,65505,355,31,0.9995269775390625,0.005419433631020533,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001792_005888,jrc_tmf_2020_2023_congo_cameroon_01_001792_005888.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,5888,1792,65214,700,322,0.995086669921875,0.010733891495691109,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001792_006144,jrc_tmf_2020_2023_congo_cameroon_01_001792_006144.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,6144,1792,63836,1018,1700,0.97406005859375,0.015947114480857196,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001792_006656,jrc_tmf_2020_2023_congo_cameroon_01_001792_006656.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,6656,1792,64298,2015,1238,0.981109619140625,0.031338455317428224,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_001792_006912,jrc_tmf_2020_2023_congo_cameroon_01_001792_006912.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,6912,1792,63636,2379,1900,0.97100830078125,0.03738449933999623,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_002048_000256,jrc_tmf_2020_2023_congo_cameroon_01_002048_000256.png,train,jrc_tmf_2020_2023_congo_cameroon_01,negative,256,2048,65535,0,1,0.9999847412109375,0.0,0|255
jrc_tmf_2020_2023_congo_cameroon_01_002048_000512,jrc_tmf_2020_2023_congo_cameroon_01_002048_000512.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,512,2048,65532,197,4,0.99993896484375,0.0030061649270585362,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_002048_001536,jrc_tmf_2020_2023_congo_cameroon_01_002048_001536.png,test,jrc_tmf_2020_2023_congo_cameroon_01,positive,1536,2048,63470,420,2066,0.968475341796875,0.006617299511580274,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_002048_001792,jrc_tmf_2020_2023_congo_cameroon_01_002048_001792.png,test,jrc_tmf_2020_2023_congo_cameroon_01,positive,1792,2048,62074,969,3462,0.947174072265625,0.015610400489738054,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_002048_002048,jrc_tmf_2020_2023_congo_cameroon_01_002048_002048.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,2048,2048,64879,607,657,0.9899749755859375,0.009355877864948597,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_002048_002560,jrc_tmf_2020_2023_congo_cameroon_01_002048_002560.png,train,jrc_tmf_2020_2023_congo_cameroon_01,negative,2560,2048,65491,0,45,0.9993133544921875,0.0,0|255
jrc_tmf_2020_2023_congo_cameroon_01_002048_003584,jrc_tmf_2020_2023_congo_cameroon_01_002048_003584.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,3584,2048,65520,306,16,0.999755859375,0.00467032967032967,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_002048_003840,jrc_tmf_2020_2023_congo_cameroon_01_002048_003840.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,3840,2048,65532,403,4,0.99993896484375,0.006149667338094366,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_002048_004096,jrc_tmf_2020_2023_congo_cameroon_01_002048_004096.png,test,jrc_tmf_2020_2023_congo_cameroon_01,positive,4096,2048,65406,568,130,0.998016357421875,0.008684218573219582,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_002048_004352,jrc_tmf_2020_2023_congo_cameroon_01_002048_004352.png,test,jrc_tmf_2020_2023_congo_cameroon_01,positive,4352,2048,65306,206,230,0.996490478515625,0.0031543809144642145,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_002048_004864,jrc_tmf_2020_2023_congo_cameroon_01_002048_004864.png,test,jrc_tmf_2020_2023_congo_cameroon_01,positive,4864,2048,65307,245,229,0.9965057373046875,0.0037515120890563034,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_002048_005120,jrc_tmf_2020_2023_congo_cameroon_01_002048_005120.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,5120,2048,65099,400,437,0.9933319091796875,0.006144487626538042,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_002048_005632,jrc_tmf_2020_2023_congo_cameroon_01_002048_005632.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,5632,2048,62165,2602,3371,0.9485626220703125,0.041856350036194,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_002048_006144,jrc_tmf_2020_2023_congo_cameroon_01_002048_006144.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,6144,2048,65333,885,203,0.9969024658203125,0.013545987479527956,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_002048_006400,jrc_tmf_2020_2023_congo_cameroon_01_002048_006400.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,6400,2048,65445,662,91,0.9986114501953125,0.010115364046145619,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_002048_006656,jrc_tmf_2020_2023_congo_cameroon_01_002048_006656.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,6656,2048,65535,169,1,0.9999847412109375,0.0025787747005416952,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_002048_006912,jrc_tmf_2020_2023_congo_cameroon_01_002048_006912.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,6912,2048,65505,444,31,0.9995269775390625,0.006778108541332722,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_002304_000000,jrc_tmf_2020_2023_congo_cameroon_01_002304_000000.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,0,2304,64556,405,980,0.98504638671875,0.006273622901047153,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_002304_001024,jrc_tmf_2020_2023_congo_cameroon_01_002304_001024.png,test,jrc_tmf_2020_2023_congo_cameroon_01,negative,1024,2304,65536,0,0,1.0,0.0,0
jrc_tmf_2020_2023_congo_cameroon_01_002304_002048,jrc_tmf_2020_2023_congo_cameroon_01_002304_002048.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,2048,2304,62023,1050,3513,0.9463958740234375,0.016929203682504876,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_002304_003840,jrc_tmf_2020_2023_congo_cameroon_01_002304_003840.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,3840,2304,64278,394,1258,0.980804443359375,0.006129624443822148,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_002304_004096,jrc_tmf_2020_2023_congo_cameroon_01_002304_004096.png,test,jrc_tmf_2020_2023_congo_cameroon_01,positive,4096,2304,64996,646,540,0.99176025390625,0.009939073173733768,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_002304_005632,jrc_tmf_2020_2023_congo_cameroon_01_002304_005632.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,5632,2304,65218,791,318,0.995147705078125,0.01212855346683431,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_002304_005888,jrc_tmf_2020_2023_congo_cameroon_01_002304_005888.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,5888,2304,65225,4258,311,0.9952545166015625,0.06528171713300115,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_002304_006912,jrc_tmf_2020_2023_congo_cameroon_01_002304_006912.png,train,jrc_tmf_2020_2023_congo_cameroon_01,positive,6912,2304,65396,2276,140,0.99786376953125,0.03480335188696557,0|1|255
jrc_tmf_2020_2023_congo_cameroon_01_002560_000000,jrc_tmf_2020_2023_congo_cameroon_01_002560_000000.png,train,jrc_tmf_2020_2023_congo_cameroon_01,negative,0,2560,65536,0,0,1.0,0.0,0
jrc_tmf_2020_2023_congo_cameroon_01_002560_000256,jrc_tmf_2020_2023_congo_cameroon_01_002560_000256.png,train,jrc_tmf_2020_2023_congo_cameroon_01,negative,256,2560,65536,0,0,1.0,0.0,0
