audit_id,sample_id,split,sample_type,source,roi,x,y,valid_ratio,change_ratio,change_pixels,valid_pixels,valid_band,change_band,A_path,B_path,label_path,contact_sheet_path,audit_status,visual_quality,label_alignment,cloud_shadow_issue,water_issue,boundary_confidence,reviewer,review_date,notes
audit_0082,jrc_tmf_2020_2023_se_asia_borneo_01_000256_002048,test,negative,jrc_tmf_2020_2023_se_asia_borneo_01,se_asia_borneo_01,2048,256,0.9999847412,0.0000000000,0,65535,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_borneo_01_000256_002048.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_borneo_01_000256_002048.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_borneo_01_000256_002048.png,quality_report/human_audit_contact_sheets/audit_0082_jrc_tmf_2020_2023_se_asia_borneo_01_000256_002048.png,,,,,,,reviewer1,,
audit_0083,jrc_tmf_2020_2023_se_asia_borneo_01_004864_002048,train,positive,jrc_tmf_2020_2023_se_asia_borneo_01,se_asia_borneo_01,2048,4864,0.9691467285,0.0056837863,361,63514,valid_0.95_0.99,change_0.005_0.02,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_borneo_01_004864_002048.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_borneo_01_004864_002048.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_borneo_01_004864_002048.png,quality_report/human_audit_contact_sheets/audit_0083_jrc_tmf_2020_2023_se_asia_borneo_01_004864_002048.png,,,,,,,reviewer1,,
audit_0084,jrc_tmf_2020_2023_se_asia_borneo_01_003584_002560,train,positive,jrc_tmf_2020_2023_se_asia_borneo_01,se_asia_borneo_01,2560,3584,0.9963073730,0.0027108157,177,65294,valid_0.99_1.00,change_0_0.005,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_borneo_01_003584_002560.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_borneo_01_003584_002560.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_borneo_01_003584_002560.png,quality_report/human_audit_contact_sheets/audit_0084_jrc_tmf_2020_2023_se_asia_borneo_01_003584_002560.png,,,,,,,reviewer1,,
audit_0085,jrc_tmf_2020_2023_se_asia_borneo_01_005120_001024,train,positive,jrc_tmf_2020_2023_se_asia_borneo_01,se_asia_borneo_01,1024,5120,0.9946441650,0.0060750173,396,65185,valid_0.99_1.00,change_0.005_0.02,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_borneo_01_005120_001024.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_borneo_01_005120_001024.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_borneo_01_005120_001024.png,quality_report/human_audit_contact_sheets/audit_0085_jrc_tmf_2020_2023_se_asia_borneo_01_005120_001024.png,,,,,,,reviewer1,,
audit_0086,jrc_tmf_2020_2023_se_asia_borneo_02_stable_005888_001280,train,negative,jrc_tmf_2020_2023_se_asia_borneo_02_stable,se_asia_borneo_02_stable,1280,5888,1.0000000000,0.0000000000,0,65536,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_borneo_02_stable_005888_001280.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_borneo_02_stable_005888_001280.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_borneo_02_stable_005888_001280.png,quality_report/human_audit_contact_sheets/audit_0086_jrc_tmf_2020_2023_se_asia_borneo_02_stable_005888_001280.png,,,,,,,reviewer1,,
audit_0087,jrc_tmf_2020_2023_se_asia_borneo_02_stable_001280_000000,train,negative,jrc_tmf_2020_2023_se_asia_borneo_02_stable,se_asia_borneo_02_stable,0,1280,1.0000000000,0.0000000000,0,65536,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_borneo_02_stable_001280_000000.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_borneo_02_stable_001280_000000.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_borneo_02_stable_001280_000000.png,quality_report/human_audit_contact_sheets/audit_0087_jrc_tmf_2020_2023_se_asia_borneo_02_stable_001280_000000.png,,,,,,,reviewer1,,
audit_0088,jrc_tmf_2020_2023_se_asia_borneo_02_stable_003328_000000,train,negative,jrc_tmf_2020_2023_se_asia_borneo_02_stable,se_asia_borneo_02_stable,0,3328,0.9963073730,0.0000000000,0,65294,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_borneo_02_stable_003328_000000.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_borneo_02_stable_003328_000000.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_borneo_02_stable_003328_000000.png,quality_report/human_audit_contact_sheets/audit_0088_jrc_tmf_2020_2023_se_asia_borneo_02_stable_003328_000000.png,,,,,,,reviewer1,,
audit_0089,jrc_tmf_2020_2023_se_asia_borneo_02_stable_003840_005632,train,positive,jrc_tmf_2020_2023_se_asia_borneo_02_stable,se_asia_borneo_02_stable,5632,3840,0.9879302979,0.0020542127,133,64745,valid_0.95_0.99,change_0_0.005,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_borneo_02_stable_003840_005632.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_borneo_02_stable_003840_005632.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_borneo_02_stable_003840_005632.png,quality_report/human_audit_contact_sheets/audit_0089_jrc_tmf_2020_2023_se_asia_borneo_02_stable_003840_005632.png,,,,,,,reviewer1,,
audit_0090,jrc_tmf_2020_2023_se_asia_borneo_02_stable_001024_003840,val,positive,jrc_tmf_2020_2023_se_asia_borneo_02_stable,se_asia_borneo_02_stable,3840,1024,0.9817199707,0.0165532034,1065,64338,valid_0.95_0.99,change_0.005_0.02,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_borneo_02_stable_001024_003840.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_borneo_02_stable_001024_003840.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_borneo_02_stable_001024_003840.png,quality_report/human_audit_contact_sheets/audit_0090_jrc_tmf_2020_2023_se_asia_borneo_02_stable_001024_003840.png,,,,,,,reviewer1,,
audit_0091,jrc_tmf_2020_2023_se_asia_borneo_02_stable_004864_005632,train,positive,jrc_tmf_2020_2023_se_asia_borneo_02_stable,se_asia_borneo_02_stable,5632,4864,0.9830322266,0.0138302496,891,64424,valid_0.95_0.99,change_0.005_0.02,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_borneo_02_stable_004864_005632.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_borneo_02_stable_004864_005632.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_borneo_02_stable_004864_005632.png,quality_report/human_audit_contact_sheets/audit_0091_jrc_tmf_2020_2023_se_asia_borneo_02_stable_004864_005632.png,,,,,,,reviewer1,,
audit_0092,jrc_tmf_2020_2023_se_asia_papua_01_stable_002560_004864,train,negative,jrc_tmf_2020_2023_se_asia_papua_01_stable,se_asia_papua_01_stable,4864,2560,1.0000000000,0.0000000000,0,65536,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_papua_01_stable_002560_004864.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_papua_01_stable_002560_004864.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_papua_01_stable_002560_004864.png,quality_report/human_audit_contact_sheets/audit_0092_jrc_tmf_2020_2023_se_asia_papua_01_stable_002560_004864.png,,,,,,,reviewer1,,
audit_0093,jrc_tmf_2020_2023_se_asia_papua_01_stable_002304_006656,val,negative,jrc_tmf_2020_2023_se_asia_papua_01_stable,se_asia_papua_01_stable,6656,2304,0.9999694824,0.0000000000,0,65534,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_papua_01_stable_002304_006656.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_papua_01_stable_002304_006656.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_papua_01_stable_002304_006656.png,quality_report/human_audit_contact_sheets/audit_0093_jrc_tmf_2020_2023_se_asia_papua_01_stable_002304_006656.png,,,,,,,reviewer1,,
audit_0094,jrc_tmf_2020_2023_se_asia_papua_01_stable_002048_003584,train,negative,jrc_tmf_2020_2023_se_asia_papua_01_stable,se_asia_papua_01_stable,3584,2048,1.0000000000,0.0000000000,0,65536,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_papua_01_stable_002048_003584.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_papua_01_stable_002048_003584.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_papua_01_stable_002048_003584.png,quality_report/human_audit_contact_sheets/audit_0094_jrc_tmf_2020_2023_se_asia_papua_01_stable_002048_003584.png,,,,,,,reviewer1,,
audit_0095,jrc_tmf_2020_2023_se_asia_papua_01_stable_004352_003840,test,positive,jrc_tmf_2020_2023_se_asia_papua_01_stable,se_asia_papua_01_stable,3840,4352,0.9675292969,0.0137679788,873,63408,valid_0.95_0.99,change_0.005_0.02,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_papua_01_stable_004352_003840.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_papua_01_stable_004352_003840.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_papua_01_stable_004352_003840.png,quality_report/human_audit_contact_sheets/audit_0095_jrc_tmf_2020_2023_se_asia_papua_01_stable_004352_003840.png,,,,,,,reviewer1,,
audit_0096,jrc_tmf_2020_2023_se_asia_papua_01_stable_003840_004352,train,positive,jrc_tmf_2020_2023_se_asia_papua_01_stable,se_asia_papua_01_stable,4352,3840,0.9980163574,0.0034553405,226,65406,valid_0.99_1.00,change_0_0.005,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_papua_01_stable_003840_004352.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_papua_01_stable_003840_004352.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_papua_01_stable_003840_004352.png,quality_report/human_audit_contact_sheets/audit_0096_jrc_tmf_2020_2023_se_asia_papua_01_stable_003840_004352.png,,,,,,,reviewer1,,
audit_0097,jrc_tmf_2020_2023_se_asia_papua_01_stable_004864_003840,test,positive,jrc_tmf_2020_2023_se_asia_papua_01_stable,se_asia_papua_01_stable,3840,4864,0.9702606201,0.0163398179,1039,63587,valid_0.95_0.99,change_0.005_0.02,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_papua_01_stable_004864_003840.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_papua_01_stable_004864_003840.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_papua_01_stable_004864_003840.png,quality_report/human_audit_contact_sheets/audit_0097_jrc_tmf_2020_2023_se_asia_papua_01_stable_004864_003840.png,,,,,,,reviewer1,,
audit_0098,jrc_tmf_2020_2023_se_asia_sumatra_01_005632_005376,train,negative,jrc_tmf_2020_2023_se_asia_sumatra_01,se_asia_sumatra_01,5376,5632,1.0000000000,0.0000000000,0,65536,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_sumatra_01_005632_005376.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_sumatra_01_005632_005376.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_sumatra_01_005632_005376.png,quality_report/human_audit_contact_sheets/audit_0098_jrc_tmf_2020_2023_se_asia_sumatra_01_005632_005376.png,,,,,,,reviewer1,,
audit_0099,jrc_tmf_2020_2023_se_asia_sumatra_01_003072_000000,train,negative,jrc_tmf_2020_2023_se_asia_sumatra_01,se_asia_sumatra_01,0,3072,0.9999084473,0.0000000000,0,65530,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_sumatra_01_003072_000000.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_sumatra_01_003072_000000.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_sumatra_01_003072_000000.png,quality_report/human_audit_contact_sheets/audit_0099_jrc_tmf_2020_2023_se_asia_sumatra_01_003072_000000.png,,,,,,,reviewer1,,
audit_0100,jrc_tmf_2020_2023_se_asia_sumatra_01_000000_006400,train,negative,jrc_tmf_2020_2023_se_asia_sumatra_01,se_asia_sumatra_01,6400,0,0.9996643066,0.0000000000,0,65514,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_sumatra_01_000000_006400.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_sumatra_01_000000_006400.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_sumatra_01_000000_006400.png,quality_report/human_audit_contact_sheets/audit_0100_jrc_tmf_2020_2023_se_asia_sumatra_01_000000_006400.png,,,,,,,reviewer1,,
audit_0101,jrc_tmf_2020_2023_se_asia_sumatra_01_004864_005120,val,positive,jrc_tmf_2020_2023_se_asia_sumatra_01,se_asia_sumatra_01,5120,4864,0.9986114502,0.0044159218,289,65445,valid_0.99_1.00,change_0_0.005,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_sumatra_01_004864_005120.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_sumatra_01_004864_005120.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_sumatra_01_004864_005120.png,quality_report/human_audit_contact_sheets/audit_0101_jrc_tmf_2020_2023_se_asia_sumatra_01_004864_005120.png,,,,,,,reviewer1,,
audit_0102,jrc_tmf_2020_2023_se_asia_sumatra_01_002560_000000,train,positive,jrc_tmf_2020_2023_se_asia_sumatra_01,se_asia_sumatra_01,0,2560,0.9917907715,0.0042616696,277,64998,valid_0.99_1.00,change_0_0.005,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_sumatra_01_002560_000000.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_sumatra_01_002560_000000.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_sumatra_01_002560_000000.png,quality_report/human_audit_contact_sheets/audit_0102_jrc_tmf_2020_2023_se_asia_sumatra_01_002560_000000.png,,,,,,,reviewer1,,
audit_0103,jrc_tmf_2020_2023_se_asia_sumatra_01_005632_000512,train,positive,jrc_tmf_2020_2023_se_asia_sumatra_01,se_asia_sumatra_01,512,5632,0.9966430664,0.0050064303,327,65316,valid_0.99_1.00,change_0.005_0.02,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_sumatra_01_005632_000512.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_sumatra_01_005632_000512.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_sumatra_01_005632_000512.png,quality_report/human_audit_contact_sheets/audit_0103_jrc_tmf_2020_2023_se_asia_sumatra_01_005632_000512.png,,,,,,,reviewer1,,
audit_0104,jrc_tmf_2020_2023_se_asia_sumatra_02_stable_004608_001792,train,negative,jrc_tmf_2020_2023_se_asia_sumatra_02_stable,se_asia_sumatra_02_stable,1792,4608,1.0000000000,0.0000000000,0,65536,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_sumatra_02_stable_004608_001792.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_sumatra_02_stable_004608_001792.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_sumatra_02_stable_004608_001792.png,quality_report/human_audit_contact_sheets/audit_0104_jrc_tmf_2020_2023_se_asia_sumatra_02_stable_004608_001792.png,,,,,,,reviewer1,,
audit_0105,jrc_tmf_2020_2023_se_asia_sumatra_02_stable_004608_001280,train,positive,jrc_tmf_2020_2023_se_asia_sumatra_02_stable,se_asia_sumatra_02_stable,1280,4608,0.9061431885,0.0080154921,476,59385,valid_0.85_0.95,change_0.005_0.02,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_sumatra_02_stable_004608_001280.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_sumatra_02_stable_004608_001280.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_sumatra_02_stable_004608_001280.png,quality_report/human_audit_contact_sheets/audit_0105_jrc_tmf_2020_2023_se_asia_sumatra_02_stable_004608_001280.png,,,,,,,reviewer1,,
audit_0106,jrc_tmf_2020_2023_se_asia_sumatra_02_stable_003072_002560,train,positive,jrc_tmf_2020_2023_se_asia_sumatra_02_stable,se_asia_sumatra_02_stable,2560,3072,0.8323211670,0.0055365098,302,54547,valid_0.80_0.85,change_0.005_0.02,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_sumatra_02_stable_003072_002560.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_sumatra_02_stable_003072_002560.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_sumatra_02_stable_003072_002560.png,quality_report/human_audit_contact_sheets/audit_0106_jrc_tmf_2020_2023_se_asia_sumatra_02_stable_003072_002560.png,,,,,,,reviewer1,,
audit_0107,jrc_tmf_2020_2023_se_asia_sumatra_02_stable_006400_003840,train,positive,jrc_tmf_2020_2023_se_asia_sumatra_02_stable,se_asia_sumatra_02_stable,3840,6400,0.9713897705,0.0096134211,612,63661,valid_0.95_0.99,change_0.005_0.02,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_sumatra_02_stable_006400_003840.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_sumatra_02_stable_006400_003840.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_sumatra_02_stable_006400_003840.png,quality_report/human_audit_contact_sheets/audit_0107_jrc_tmf_2020_2023_se_asia_sumatra_02_stable_006400_003840.png,,,,,,,reviewer1,,
audit_0108,jrc_tmf_2020_2023_congo_gabon_02_stable_006400_000256,test,negative,jrc_tmf_2020_2023_congo_gabon_02_stable,congo_gabon_02_stable,256,6400,1.0000000000,0.0000000000,0,65536,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_gabon_02_stable_006400_000256.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_gabon_02_stable_006400_000256.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_gabon_02_stable_006400_000256.png,quality_report/human_audit_contact_sheets/audit_0108_jrc_tmf_2020_2023_congo_gabon_02_stable_006400_000256.png,,,,,,,reviewer1,,
audit_0109,jrc_tmf_2020_2023_congo_roc_01_stable_000000_004608,test,negative,jrc_tmf_2020_2023_congo_roc_01_stable,congo_roc_01_stable,4608,0,1.0000000000,0.0000000000,0,65536,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_roc_01_stable_000000_004608.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_roc_01_stable_000000_004608.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_roc_01_stable_000000_004608.png,quality_report/human_audit_contact_sheets/audit_0109_jrc_tmf_2020_2023_congo_roc_01_stable_000000_004608.png,,,,,,,reviewer1,,
audit_0110,jrc_tmf_2020_2023_se_asia_borneo_02_stable_003584_001536,test,negative,jrc_tmf_2020_2023_se_asia_borneo_02_stable,se_asia_borneo_02_stable,1536,3584,1.0000000000,0.0000000000,0,65536,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_borneo_02_stable_003584_001536.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_borneo_02_stable_003584_001536.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_borneo_02_stable_003584_001536.png,quality_report/human_audit_contact_sheets/audit_0110_jrc_tmf_2020_2023_se_asia_borneo_02_stable_003584_001536.png,,,,,,,reviewer1,,
audit_0111,jrc_tmf_2020_2023_se_asia_papua_01_stable_001280_000768,test,negative,jrc_tmf_2020_2023_se_asia_papua_01_stable,se_asia_papua_01_stable,768,1280,0.9833679199,0.0000000000,0,64446,valid_0.95_0.99,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_papua_01_stable_001280_000768.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_papua_01_stable_001280_000768.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_papua_01_stable_001280_000768.png,quality_report/human_audit_contact_sheets/audit_0111_jrc_tmf_2020_2023_se_asia_papua_01_stable_001280_000768.png,,,,,,,reviewer1,,
audit_0112,jrc_tmf_2020_2023_amazon_guyana_01_stable_002304_006400,test,negative,jrc_tmf_2020_2023_amazon_guyana_01_stable,amazon_guyana_01_stable,6400,2304,0.9999847412,0.0000000000,0,65535,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_amazon_guyana_01_stable_002304_006400.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_amazon_guyana_01_stable_002304_006400.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_amazon_guyana_01_stable_002304_006400.png,quality_report/human_audit_contact_sheets/audit_0112_jrc_tmf_2020_2023_amazon_guyana_01_stable_002304_006400.png,,,,,,,reviewer1,,
audit_0113,jrc_tmf_2020_2023_se_asia_borneo_02_stable_003072_001024,test,negative,jrc_tmf_2020_2023_se_asia_borneo_02_stable,se_asia_borneo_02_stable,1024,3072,0.9879760742,0.0000000000,0,64748,valid_0.95_0.99,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_borneo_02_stable_003072_001024.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_borneo_02_stable_003072_001024.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_borneo_02_stable_003072_001024.png,quality_report/human_audit_contact_sheets/audit_0113_jrc_tmf_2020_2023_se_asia_borneo_02_stable_003072_001024.png,,,,,,,reviewer1,,
audit_0114,jrc_tmf_2020_2023_se_asia_papua_01_stable_001792_004352,test,negative,jrc_tmf_2020_2023_se_asia_papua_01_stable,se_asia_papua_01_stable,4352,1792,1.0000000000,0.0000000000,0,65536,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_papua_01_stable_001792_004352.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_papua_01_stable_001792_004352.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_papua_01_stable_001792_004352.png,quality_report/human_audit_contact_sheets/audit_0114_jrc_tmf_2020_2023_se_asia_papua_01_stable_001792_004352.png,,,,,,,reviewer1,,
audit_0115,jrc_tmf_2020_2023_se_asia_borneo_01_003328_000512,test,negative,jrc_tmf_2020_2023_se_asia_borneo_01,se_asia_borneo_01,512,3328,1.0000000000,0.0000000000,0,65536,valid_0.99_1.00,change_0,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_borneo_01_003328_000512.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_borneo_01_003328_000512.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_borneo_01_003328_000512.png,quality_report/human_audit_contact_sheets/audit_0115_jrc_tmf_2020_2023_se_asia_borneo_01_003328_000512.png,,,,,,,reviewer1,,
audit_0116,jrc_tmf_2020_2023_se_asia_sumatra_01_005888_006400,test,positive,jrc_tmf_2020_2023_se_asia_sumatra_01,se_asia_sumatra_01,6400,5888,0.8203125000,0.1556175595,8366,53760,valid_0.80_0.85,change_ge_0.05,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_sumatra_01_005888_006400.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_sumatra_01_005888_006400.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_sumatra_01_005888_006400.png,quality_report/human_audit_contact_sheets/audit_0116_jrc_tmf_2020_2023_se_asia_sumatra_01_005888_006400.png,,,,,,,reviewer1,,
audit_0117,jrc_tmf_2020_2023_congo_cameroon_01_001536_001280,test,positive,jrc_tmf_2020_2023_congo_cameroon_01,congo_cameroon_01,1280,1536,0.8286743164,0.0345621271,1877,54308,valid_0.80_0.85,change_0.02_0.05,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_cameroon_01_001536_001280.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_cameroon_01_001536_001280.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_cameroon_01_001536_001280.png,quality_report/human_audit_contact_sheets/audit_0117_jrc_tmf_2020_2023_congo_cameroon_01_001536_001280.png,,,,,,,reviewer1,,
audit_0118,jrc_tmf_2020_2023_se_asia_sumatra_02_stable_005632_002304,test,positive,jrc_tmf_2020_2023_se_asia_sumatra_02_stable,se_asia_sumatra_02_stable,2304,5632,0.9467010498,0.0096545944,599,62043,valid_0.85_0.95,change_0.005_0.02,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_se_asia_sumatra_02_stable_005632_002304.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_se_asia_sumatra_02_stable_005632_002304.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_se_asia_sumatra_02_stable_005632_002304.png,quality_report/human_audit_contact_sheets/audit_0118_jrc_tmf_2020_2023_se_asia_sumatra_02_stable_005632_002304.png,,,,,,,reviewer1,,
audit_0119,jrc_tmf_2020_2023_amazon_brazil_01_002560_003072,test,positive,jrc_tmf_2020_2023_amazon_brazil_01,amazon_brazil_01,3072,2560,0.8965148926,0.0024338768,143,58754,valid_0.85_0.95,change_0_0.005,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_amazon_brazil_01_002560_003072.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_amazon_brazil_01_002560_003072.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_amazon_brazil_01_002560_003072.png,quality_report/human_audit_contact_sheets/audit_0119_jrc_tmf_2020_2023_amazon_brazil_01_002560_003072.png,,,,,,,reviewer1,,
audit_0120,jrc_tmf_2020_2023_congo_gabon_01_006912_003584,test,positive,jrc_tmf_2020_2023_congo_gabon_01,congo_gabon_01,3584,6912,0.9963073730,0.0047171256,308,65294,valid_0.99_1.00,change_0_0.005,data/JRC_TMF_256_5000/A/jrc_tmf_2020_2023_congo_gabon_01_006912_003584.png,data/JRC_TMF_256_5000/B/jrc_tmf_2020_2023_congo_gabon_01_006912_003584.png,data/JRC_TMF_256_5000/label/jrc_tmf_2020_2023_congo_gabon_01_006912_003584.png,quality_report/human_audit_contact_sheets/audit_0120_jrc_tmf_2020_2023_congo_gabon_01_006912_003584.png,,,,,,,reviewer1,,
